,rank,name,vote
0,1,肖战,13543314
1,2,时代少年团,8331138
2,3,王一博,7532595
3,4,李现,5098687
4,5,易烊千玺,4424672
5,6,王俊凯,3529414
6,7,张艺兴,2580780
