,rank,name,vote
0,1,肖战,29737710
1,2,时代少年团,26809293
2,3,王一博,25745358
3,4,李现,23325954
4,5,王俊凯,18365454
5,6,易烊千玺,16927225
6,7,华晨宇,13860930
