,rank,name,vote
0,1,肖战,15108599
1,2,时代少年团,10658919
2,3,王一博,8900464
3,4,李现,6898004
4,5,易烊千玺,5198532
5,6,王俊凯,4570306
6,7,华晨宇,3211803
