,rank,name,vote
0,1,肖战,18736822
1,2,时代少年团,15014770
2,3,王一博,12993865
3,4,李现,11482175
4,5,易烊千玺,6903424
5,6,王俊凯,6592733
6,7,华晨宇,5008011
