,rank,name,vote
0,1,肖战,9832768
1,2,时代少年团,3857161
2,3,王一博,3400685
3,4,李现,2067790
4,5,易烊千玺,2056126
5,6,蔡徐坤,1422405
6,7,王俊凯,1328318
