,rank,name,vote
0,1,肖战,14031526
1,2,时代少年团,9446847
2,3,王一博,8318397
3,4,李现,5658211
4,5,易烊千玺,4628825
5,6,王俊凯,3967801
6,7,张艺兴,2830038
