,rank,name,vote
0,1,肖战,12673546
1,2,时代少年团,6737849
2,3,王一博,6134114
3,4,李现,4102798
4,5,易烊千玺,3949020
5,6,王俊凯,2698512
6,7,蔡徐坤,2221985
