,rank,name,vote
0,1,肖战,11695044
1,2,时代少年团,5301998
2,3,王一博,4518185
3,4,李现,2872045
4,5,易烊千玺,2790747
5,6,蔡徐坤,1855160
6,7,王俊凯,1784569
