,rank,name,vote
0,1,肖战,13634078
1,2,时代少年团,8662152
2,3,王一博,7808052
3,4,李现,5388490
4,5,易烊千玺,4522671
5,6,王俊凯,3775624
6,7,张艺兴,2790779
