,rank,name,vote
0,1,肖战,37687691
1,2,时代少年团,35033676
2,3,王一博,32005483
3,4,李现,30882500
4,5,王俊凯,25019724
5,6,易烊千玺,22204678
6,7,华晨宇,19765500
