,rank,name,vote
0,1,肖战,12835369
1,2,时代少年团,6966515
2,3,王一博,6217504
3,4,李现,4217292
4,5,易烊千玺,4033436
5,6,王俊凯,2768251
6,7,蔡徐坤,2260983
