,rank,name,vote
0,1,肖战,26417363
1,2,时代少年团,24203860
2,3,王一博,21911569
3,4,李现,20595234
4,5,王俊凯,14881222
5,6,易烊千玺,13516595
6,7,蔡徐坤,10531583
