,rank,name,vote
0,1,肖战,25935066
1,2,时代少年团,23516830
2,3,王一博,21296756
3,4,李现,20204003
4,5,王俊凯,14319844
5,6,易烊千玺,12965705
6,7,华晨宇,9969970
