,rank,name,vote
0,1,肖战,12324722
1,2,时代少年团,6189427
2,3,王一博,5361911
3,4,李现,3467818
4,5,易烊千玺,3269888
5,6,王俊凯,2196056
6,7,蔡徐坤,2015279
