,rank,name,vote
0,1,肖战,44178981
1,2,时代少年团,41297764
2,3,王一博,39452454
3,4,李现,36631371
4,5,王俊凯,29844316
5,6,易烊千玺,26176104
6,7,华晨宇,23463512
