,rank,name,vote
0,1,肖战,14386723
1,2,时代少年团,9786122
2,3,王一博,8489689
3,4,李现,5867075
4,5,易烊千玺,4752271
5,6,王俊凯,4056382
6,7,张艺兴,2876924
