,rank,name,vote
0,1,肖战,14020620
1,2,时代少年团,9438068
2,3,王一博,8313000
3,4,李现,5653727
4,5,易烊千玺,4625998
5,6,王俊凯,3965908
6,7,张艺兴,2828511
