,rank,name,vote
0,1,肖战,42032895
1,2,时代少年团,39217951
2,3,王一博,36003523
3,4,李现,34654515
4,5,王俊凯,28108215
5,6,易烊千玺,24690098
6,7,华晨宇,22147278
