,rank,name,vote
0,1,肖战,19700814
1,2,时代少年团,16282231
2,3,王一博,14711576
3,4,李现,13311648
4,5,易烊千玺,8210912
5,6,王俊凯,7906976
6,7,华晨宇,5910368
