,rank,name,vote
0,1,肖战,20857876
1,2,时代少年团,17796482
2,3,王一博,16022282
3,4,李现,14845851
4,5,王俊凯,9042520
5,6,易烊千玺,8978689
6,7,华晨宇,6630380
